Player,Rank,Sets_Won,Games_Won,Aces,DoubleFaults,FirstServes_Won,FirstServes_In,SecondServes_Won,SecondServes_In,BreakPoints_Won,BreakPoints,ReturnPoints_Won,ReturnPoints_Faced,TotalPoints_Won,won_game?,FirstServes_ratio,SecondServes_ratio,BreakPoints_ratio,ReturnPoints_ratio,datetime,year,Tournament,Round_Description,Court_Surface,Total_Serves,Aces%,ServesWon%
Sam Querrey,36.0,0.0,7,5.0,3.0,24.0,39.0,14.0,24.0,0.0,0.0,16.0,59.0,54,0,0.6153846153846154,0.5833333333333334,0.0,0.2711864406779661,2016-03-07,2016,Indian Wells,Third Round,Hard,63.0,0.07936507936507936,0.6031746031746031
Steve Johnson,35.0,0.0,12,8.0,3.0,42.0,56.0,15.0,32.0,2.0,3.0,29.0,86.0,86,0,0.75,0.46875,0.6666666666666666,0.3372093023255814,2016-03-07,2016,Indian Wells,Third Round,Hard,88.0,0.09090909090909091,0.6477272727272727
Alexander Zverev,58.0,1.0,12,9.0,11.0,37.0,54.0,15.0,43.0,3.0,7.0,34.0,96.0,86,0,0.6851851851851852,0.3488372093023256,0.42857142857142855,0.3541666666666667,2016-03-07,2016,Indian Wells,Fourth Round,Hard,97.0,0.09278350515463918,0.5360824742268041
Dominic Thiem,13.0,0.0,5,1.0,4.0,19.0,31.0,8.0,19.0,0.0,0.0,13.0,52.0,40,0,0.6129032258064516,0.42105263157894735,0.0,0.25,2016-03-07,2016,Indian Wells,Fourth Round,Hard,50.0,0.02,0.54
Federico Delbonis,53.0,0.0,7,0.0,4.0,22.0,41.0,18.0,32.0,1.0,3.0,13.0,51.0,53,0,0.5365853658536586,0.5625,0.3333333333333333,0.2549019607843137,2016-03-07,2016,Indian Wells,Fourth Round,Hard,73.0,0.0,0.547945205479452
Feliciano Lopez,21.0,0.0,6,5.0,0.0,22.0,28.0,12.0,27.0,0.0,0.0,12.0,48.0,46,0,0.7857142857142857,0.4444444444444444,0.0,0.25,2016-03-07,2016,Indian Wells,Fourth Round,Hard,55.0,0.09090909090909091,0.6181818181818182
John Isner,11.0,1.0,18,23.0,2.0,51.0,60.0,21.0,35.0,2.0,4.0,27.0,95.0,99,0,0.85,0.6,0.5,0.28421052631578947,2016-03-07,2016,Indian Wells,Fourth Round,Hard,95.0,0.24210526315789474,0.7578947368421053
Richard Gasquet,10.0,1.0,14,6.0,0.0,41.0,58.0,14.0,31.0,3.0,9.0,34.0,94.0,89,0,0.7068965517241379,0.45161290322580644,0.3333333333333333,0.3617021276595745,2016-03-07,2016,Indian Wells,Fourth Round,Hard,89.0,0.06741573033707865,0.6179775280898876
Stan Wawrinka,4.0,1.0,16,6.0,5.0,40.0,60.0,20.0,47.0,6.0,15.0,47.0,109.0,107,0,0.6666666666666666,0.425531914893617,0.4,0.43119266055045874,2016-03-07,2016,Indian Wells,Fourth Round,Hard,107.0,0.056074766355140186,0.5607476635514018
Tomas Berdych,7.0,0.0,10,2.0,4.0,33.0,42.0,16.0,31.0,0.0,2.0,23.0,76.0,72,0,0.7857142857142857,0.5161290322580645,0.0,0.3026315789473684,2016-03-07,2016,Indian Wells,Fourth Round,Hard,73.0,0.0273972602739726,0.6712328767123288
Gael Monfils,16.0,0.0,8,1.0,5.0,33.0,50.0,14.0,32.0,1.0,2.0,16.0,58.0,63,0,0.66,0.4375,0.5,0.27586206896551724,2016-03-07,2016,Indian Wells,Quarter-finals,Hard,82.0,0.012195121951219513,0.573170731707317
Jo-Wilfried Tsonga,9.0,0.0,12,4.0,7.0,33.0,43.0,19.0,48.0,2.0,2.0,25.0,79.0,77,0,0.7674418604651163,0.3958333333333333,1.0,0.31645569620253167,2016-03-07,2016,Indian Wells,Quarter-finals,Hard,91.0,0.04395604395604396,0.5714285714285714
Kei Nishikori,6.0,0.0,7,3.0,1.0,19.0,27.0,10.0,27.0,2.0,8.0,27.0,70.0,56,0,0.7037037037037037,0.37037037037037035,0.25,0.38571428571428573,2016-03-07,2016,Indian Wells,Quarter-finals,Hard,54.0,0.05555555555555555,0.5370370370370371
Marin Cilic,12.0,0.0,8,10.0,1.0,24.0,39.0,16.0,31.0,1.0,12.0,30.0,83.0,70,0,0.6153846153846154,0.5161290322580645,0.08333333333333333,0.3614457831325301,2016-03-07,2016,Indian Wells,Quarter-finals,Hard,70.0,0.14285714285714285,0.5714285714285714
David Goffin,18.0,1.0,12,3.0,5.0,33.0,47.0,13.0,32.0,2.0,3.0,29.0,84.0,75,0,0.7021276595744681,0.40625,0.6666666666666666,0.34523809523809523,2016-03-07,2016,Indian Wells,Semi-finals,Hard,79.0,0.0379746835443038,0.5822784810126582
Rafael Nadal,5.0,0.0,8,2.0,0.0,40.0,74.0,11.0,19.0,1.0,2.0,19.0,60.0,70,0,0.5405405405405406,0.5789473684210527,0.5,0.31666666666666665,2016-03-07,2016,Indian Wells,Semi-finals,Hard,93.0,0.021505376344086023,0.5483870967741935
Milos Raonic,14.0,0.0,2,4.0,2.0,23.0,30.0,3.0,30.0,0.0,0.0,11.0,41.0,37,0,0.7666666666666667,0.1,0.0,0.2682926829268293,2016-03-07,2016,Indian Wells,Finals,Hard,60.0,0.06666666666666667,0.43333333333333335
Alejandro Gonzalez,150.0,1.0,15,2.0,3.0,35.0,62.0,27.0,48.0,4.0,5.0,37.0,99.0,99,0,0.5645161290322581,0.5625,0.8,0.37373737373737376,2016-03-21,2016,Miami,First Round,Hard,110.0,0.01818181818181818,0.5636363636363636
Andrey Rublev,154.0,0.0,6,1.0,3.0,19.0,26.0,8.0,24.0,1.0,2.0,13.0,48.0,40,0,0.7307692307692307,0.3333333333333333,0.5,0.2708333333333333,2016-03-21,2016,Miami,First Round,Hard,50.0,0.02,0.54
Benjamin Becker,99.0,0.0,7,2.0,1.0,21.0,31.0,13.0,28.0,1.0,4.0,21.0,62.0,55,0,0.6774193548387096,0.4642857142857143,0.25,0.3387096774193548,2016-03-21,2016,Miami,First Round,Hard,59.0,0.03389830508474576,0.576271186440678
Bjorn Fratangelo,134.0,0.0,8,3.0,3.0,25.0,39.0,16.0,32.0,1.0,3.0,18.0,61.0,59,0,0.6410256410256411,0.5,0.3333333333333333,0.29508196721311475,2016-03-21,2016,Miami,First Round,Hard,71.0,0.04225352112676056,0.5774647887323944
Borna Coric,46.0,1.0,16,4.0,4.0,44.0,71.0,17.0,34.0,5.0,9.0,43.0,105.0,104,0,0.6197183098591549,0.5,0.5555555555555556,0.4095238095238095,2016-03-21,2016,Miami,First Round,Hard,105.0,0.0380952380952381,0.580952380952381
Brian Baker,100.0,0.0,6,2.0,4.0,24.0,41.0,6.0,24.0,2.0,5.0,22.0,59.0,52,0,0.5853658536585366,0.25,0.4,0.3728813559322034,2016-03-21,2016,Miami,First Round,Hard,65.0,0.03076923076923077,0.46153846153846156
Dennis Novikov,153.0,0.0,7,5.0,3.0,25.0,35.0,12.0,33.0,1.0,3.0,29.0,78.0,66,0,0.7142857142857143,0.36363636363636365,0.3333333333333333,0.3717948717948718,2016-03-21,2016,Miami,First Round,Hard,68.0,0.07352941176470588,0.5441176470588235
Diego Schwartzman,85.0,1.0,15,0.0,7.0,35.0,46.0,26.0,47.0,3.0,8.0,40.0,105.0,101,0,0.7608695652173914,0.5531914893617021,0.375,0.38095238095238093,2016-03-21,2016,Miami,First Round,Hard,93.0,0.0,0.6559139784946236
Donald Young,80.0,0.0,4,1.0,4.0,12.0,22.0,15.0,30.0,0.0,1.0,14.0,48.0,41,0,0.5454545454545454,0.5,0.0,0.2916666666666667,2016-03-21,2016,Miami,First Round,Hard,52.0,0.019230769230769232,0.5192307692307693
Elias Ymer,142.0,1.0,10,2.0,6.0,26.0,40.0,12.0,38.0,4.0,7.0,26.0,68.0,64,0,0.65,0.3157894736842105,0.5714285714285714,0.38235294117647056,2016-03-21,2016,Miami,First Round,Hard,78.0,0.02564102564102564,0.48717948717948717
Ernests Gulbis,78.0,0.0,6,6.0,10.0,21.0,26.0,10.0,38.0,2.0,9.0,22.0,61.0,53,0,0.8076923076923077,0.2631578947368421,0.2222222222222222,0.36065573770491804,2016-03-21,2016,Miami,First Round,Hard,64.0,0.09375,0.484375
Evgeny Donskoy,82.0,0.0,11,4.0,5.0,23.0,32.0,27.0,46.0,2.0,7.0,28.0,81.0,78,0,0.71875,0.5869565217391305,0.2857142857142857,0.345679012345679,2016-03-21,2016,Miami,First Round,Hard,78.0,0.05128205128205128,0.6410256410256411
Gilles Muller,44.0,0.0,9,11.0,2.0,25.0,36.0,19.0,31.0,0.0,5.0,17.0,71.0,61,0,0.6944444444444444,0.6129032258064516,0.0,0.23943661971830985,2016-03-21,2016,Miami,First Round,Hard,67.0,0.16417910447761194,0.6567164179104478
Guido Pella,39.0,0.0,6,4.0,6.0,25.0,44.0,13.0,22.0,0.0,2.0,12.0,54.0,50,0,0.5681818181818182,0.5909090909090909,0.0,0.2222222222222222,2016-03-21,2016,Miami,First Round,Hard,66.0,0.06060606060606061,0.5757575757575758
Hyeon Chung,67.0,1.0,10,3.0,4.0,30.0,41.0,11.0,32.0,2.0,2.0,22.0,65.0,63,0,0.7317073170731707,0.34375,1.0,0.3384615384615385,2016-03-21,2016,Miami,First Round,Hard,73.0,0.0410958904109589,0.5616438356164384
Illya Marchenko,68.0,1.0,11,3.0,3.0,29.0,41.0,17.0,37.0,3.0,3.0,17.0,60.0,63,0,0.7073170731707317,0.4594594594594595,1.0,0.2833333333333333,2016-03-21,2016,Miami,First Round,Hard,78.0,0.038461538461538464,0.5897435897435898
Ivan Dodig,75.0,1.0,9,1.0,9.0,21.0,35.0,21.0,41.0,2.0,3.0,20.0,58.0,62,0,0.6,0.5121951219512195,0.6666666666666666,0.3448275862068966,2016-03-21,2016,Miami,First Round,Hard,76.0,0.013157894736842105,0.5526315789473685
Jared Donaldson,152.0,0.0,7,3.0,0.0,19.0,28.0,14.0,18.0,0.0,0.0,10.0,51.0,43,0,0.6785714285714286,0.7777777777777778,0.0,0.19607843137254902,2016-03-21,2016,Miami,First Round,Hard,46.0,0.06521739130434782,0.717391304347826
Jiri Vesely,55.0,1.0,17,8.0,6.0,51.0,72.0,19.0,36.0,2.0,9.0,33.0,107.0,103,0,0.7083333333333334,0.5277777777777778,0.2222222222222222,0.308411214953271,2016-03-21,2016,Miami,First Round,Hard,108.0,0.07407407407407407,0.6481481481481481
Leonardo Mayer,41.0,1.0,13,8.0,2.0,36.0,54.0,21.0,29.0,1.0,3.0,22.0,82.0,79,0,0.6666666666666666,0.7241379310344828,0.3333333333333333,0.2682926829268293,2016-03-21,2016,Miami,First Round,Hard,83.0,0.0963855421686747,0.6867469879518072
Lukas Rosol,58.0,0.0,9,3.0,2.0,25.0,39.0,15.0,25.0,1.0,1.0,10.0,52.0,50,0,0.6410256410256411,0.6,1.0,0.19230769230769232,2016-03-21,2016,Miami,First Round,Hard,64.0,0.046875,0.625
Michael Mmoh,370.0,0.0,12,5.0,8.0,40.0,49.0,13.0,35.0,2.0,4.0,24.0,80.0,77,0,0.8163265306122449,0.37142857142857144,0.5,0.3,2016-03-21,2016,Miami,First Round,Hard,84.0,0.05952380952380952,0.6309523809523809
Nicolas Jarry,472.0,0.0,11,7.0,3.0,37.0,48.0,16.0,30.0,1.0,4.0,16.0,69.0,69,0,0.7708333333333334,0.5333333333333333,0.25,0.2318840579710145,2016-03-21,2016,Miami,First Round,Hard,78.0,0.08974358974358974,0.6794871794871795
Nicolas Mahut,42.0,0.0,8,6.0,5.0,17.0,29.0,14.0,33.0,2.0,2.0,19.0,58.0,50,0,0.5862068965517241,0.42424242424242425,1.0,0.3275862068965517,2016-03-21,2016,Miami,First Round,Hard,62.0,0.0967741935483871,0.5
Pablo Carreno Busta,53.0,0.0,5,2.0,0.0,15.0,32.0,13.0,29.0,2.0,4.0,20.0,54.0,48,0,0.46875,0.4482758620689655,0.5,0.37037037037037035,2016-03-21,2016,Miami,First Round,Hard,61.0,0.03278688524590164,0.45901639344262296
Paul-Henri Mathieu,62.0,1.0,11,3.0,5.0,32.0,46.0,14.0,38.0,3.0,4.0,27.0,69.0,73,0,0.6956521739130435,0.3684210526315789,0.75,0.391304347826087,2016-03-21,2016,Miami,First Round,Hard,84.0,0.03571428571428571,0.5476190476190477
Roberto Carballes Baena,114.0,1.0,11,1.0,6.0,29.0,49.0,18.0,40.0,4.0,7.0,31.0,84.0,78,0,0.5918367346938775,0.45,0.5714285714285714,0.36904761904761907,2016-03-21,2016,Miami,First Round,Hard,89.0,0.011235955056179775,0.5280898876404494
Rogerio Dutra Silva,104.0,0.0,5,2.0,8.0,21.0,27.0,12.0,37.0,0.0,4.0,12.0,48.0,45,0,0.7777777777777778,0.32432432432432434,0.0,0.25,2016-03-21,2016,Miami,First Round,Hard,64.0,0.03125,0.515625
Simone Bolelli,79.0,0.0,6,1.0,3.0,24.0,33.0,10.0,24.0,0.0,0.0,11.0,48.0,45,0,0.7272727272727273,0.4166666666666667,0.0,0.22916666666666666,2016-03-21,2016,Miami,First Round,Hard,57.0,0.017543859649122806,0.5964912280701754
Teymuraz Gabashvili,49.0,0.0,8,2.0,3.0,27.0,40.0,7.0,22.0,2.0,6.0,16.0,57.0,50,0,0.675,0.3181818181818182,0.3333333333333333,0.2807017543859649,2016-03-21,2016,Miami,First Round,Hard,62.0,0.03225806451612903,0.5483870967741935
Tommy Paul,215.0,1.0,16,5.0,6.0,35.0,46.0,25.0,54.0,4.0,13.0,47.0,119.0,107,0,0.7608695652173914,0.46296296296296297,0.3076923076923077,0.3949579831932773,2016-03-21,2016,Miami,First Round,Hard,100.0,0.05,0.6
Victor Estrella Burgos,66.0,0.0,5,2.0,3.0,20.0,34.0,8.0,17.0,0.0,0.0,16.0,53.0,44,0,0.5882352941176471,0.47058823529411764,0.0,0.3018867924528302,2016-03-21,2016,Miami,First Round,Hard,51.0,0.0392156862745098,0.5490196078431373
Albert Ramos-Vinolas,50.0,0.0,8,2.0,2.0,18.0,34.0,10.0,23.0,3.0,10.0,27.0,67.0,55,0,0.5294117647058824,0.43478260869565216,0.3,0.40298507462686567,2016-03-21,2016,Miami,Second Round,Hard,57.0,0.03508771929824561,0.49122807017543857
Alexander Zverev,52.0,0.0,12,14.0,2.0,39.0,56.0,25.0,39.0,0.0,0.0,16.0,77.0,80,0,0.6964285714285714,0.6410256410256411,0.0,0.2077922077922078,2016-03-21,2016,Miami,Second Round,Hard,95.0,0.14736842105263157,0.6736842105263158
Aljaz Bedene,57.0,0.0,7,9.0,1.0,19.0,33.0,16.0,34.0,3.0,7.0,25.0,57.0,60,0,0.5757575757575758,0.47058823529411764,0.42857142857142855,0.43859649122807015,2016-03-21,2016,Miami,Second Round,Hard,67.0,0.13432835820895522,0.5223880597014925
Andreas Seppi,43.0,0.0,8,1.0,3.0,14.0,27.0,16.0,35.0,3.0,8.0,31.0,74.0,61,0,0.5185185185185185,0.45714285714285713,0.375,0.4189189189189189,2016-03-21,2016,Miami,Second Round,Hard,62.0,0.016129032258064516,0.4838709677419355
Denis Istomin,76.0,0.0,8,5.0,6.0,32.0,47.0,8.0,27.0,1.0,5.0,20.0,64.0,60,0,0.6808510638297872,0.2962962962962963,0.2,0.3125,2016-03-21,2016,Miami,Second Round,Hard,74.0,0.06756756756756757,0.5405405405405406
Denis Kudla,63.0,0.0,10,5.0,4.0,35.0,40.0,13.0,30.0,0.0,6.0,21.0,76.0,69,0,0.875,0.43333333333333335,0.0,0.27631578947368424,2016-03-21,2016,Miami,Second Round,Hard,70.0,0.07142857142857142,0.6857142857142857
Dusan Lajovic,70.0,0.0,5,3.0,2.0,20.0,37.0,15.0,26.0,0.0,1.0,12.0,46.0,47,0,0.5405405405405406,0.5769230769230769,0.0,0.2608695652173913,2016-03-21,2016,Miami,Second Round,Hard,63.0,0.047619047619047616,0.5555555555555556
Federico Delbonis,48.0,1.0,16,4.0,4.0,50.0,63.0,24.0,41.0,1.0,4.0,35.0,116.0,109,0,0.7936507936507936,0.5853658536585366,0.25,0.3017241379310345,2016-03-21,2016,Miami,Second Round,Hard,104.0,0.038461538461538464,0.7115384615384616
Feliciano Lopez,23.0,0.0,8,7.0,5.0,22.0,28.0,9.0,31.0,2.0,6.0,28.0,69.0,59,0,0.7857142857142857,0.2903225806451613,0.3333333333333333,0.4057971014492754,2016-03-21,2016,Miami,Second Round,Hard,59.0,0.11864406779661017,0.5254237288135594
Guillermo Garcia-Lopez,37.0,0.0,6,3.0,5.0,21.0,33.0,18.0,37.0,0.0,0.0,15.0,53.0,54,0,0.6363636363636364,0.4864864864864865,0.0,0.2830188679245283,2016-03-21,2016,Miami,Second Round,Hard,70.0,0.04285714285714286,0.5571428571428572
Inigo Cervantes,56.0,1.0,19,14.0,6.0,49.0,59.0,35.0,66.0,2.0,8.0,41.0,133.0,125,0,0.8305084745762712,0.5303030303030303,0.25,0.3082706766917293,2016-03-21,2016,Miami,Second Round,Hard,125.0,0.112,0.672
Jeremy Chardy,31.0,0.0,8,2.0,9.0,23.0,29.0,13.0,28.0,1.0,4.0,11.0,50.0,47,0,0.7931034482758621,0.4642857142857143,0.25,0.22,2016-03-21,2016,Miami,Second Round,Hard,57.0,0.03508771929824561,0.631578947368421
John Isner,13.0,1.0,14,25.0,9.0,50.0,65.0,15.0,37.0,2.0,6.0,24.0,82.0,89,0,0.7692307692307693,0.40540540540540543,0.3333333333333333,0.2926829268292683,2016-03-21,2016,Miami,Second Round,Hard,102.0,0.24509803921568626,0.6372549019607843
John Millman,69.0,0.0,9,3.0,3.0,31.0,45.0,12.0,22.0,0.0,0.0,10.0,54.0,53,0,0.6888888888888889,0.5454545454545454,0.0,0.18518518518518517,2016-03-21,2016,Miami,Second Round,Hard,67.0,0.04477611940298507,0.6417910447761194
Juan Martin del Potro,366.0,0.0,8,8.0,2.0,24.0,34.0,13.0,21.0,0.0,0.0,9.0,49.0,46,0,0.7058823529411765,0.6190476190476191,0.0,0.1836734693877551,2016-03-21,2016,Miami,Second Round,Hard,55.0,0.14545454545454545,0.6727272727272727
Juan Monaco,108.0,0.0,6,2.0,0.0,29.0,45.0,3.0,11.0,1.0,3.0,14.0,54.0,46,0,0.6444444444444445,0.2727272727272727,0.3333333333333333,0.25925925925925924,2016-03-21,2016,Miami,Second Round,Hard,56.0,0.03571428571428571,0.5714285714285714
Kyle Edmund,87.0,0.0,6,0.0,2.0,27.0,44.0,11.0,28.0,1.0,1.0,13.0,47.0,51,0,0.6136363636363636,0.39285714285714285,1.0,0.2765957446808511,2016-03-21,2016,Miami,Second Round,Hard,72.0,0.0,0.5277777777777778
Marcel Granollers,73.0,0.0,8,7.0,2.0,29.0,40.0,14.0,33.0,0.0,1.0,16.0,59.0,59,0,0.725,0.42424242424242425,0.0,0.2711864406779661,2016-03-21,2016,Miami,Second Round,Hard,73.0,0.0958904109589041,0.589041095890411
Marcos Baghdatis,40.0,0.0,3,2.0,2.0,8.0,17.0,11.0,26.0,1.0,5.0,18.0,53.0,37,0,0.47058823529411764,0.4230769230769231,0.2,0.33962264150943394,2016-03-21,2016,Miami,Second Round,Hard,43.0,0.046511627906976744,0.4418604651162791
Mikhail Youzhny,72.0,0.0,7,2.0,4.0,22.0,29.0,10.0,22.0,0.0,1.0,15.0,59.0,47,0,0.7586206896551724,0.45454545454545453,0.0,0.2542372881355932,2016-03-21,2016,Miami,Second Round,Hard,51.0,0.0392156862745098,0.6274509803921569
Pierre-Hugues Herbert,106.0,0.0,8,9.0,5.0,22.0,35.0,18.0,34.0,1.0,1.0,18.0,62.0,58,0,0.6285714285714286,0.5294117647058824,1.0,0.2903225806451613,2016-03-21,2016,Miami,Second Round,Hard,69.0,0.13043478260869565,0.5797101449275363
Rafael Nadal,5.0,1.0,10,2.0,2.0,22.0,36.0,14.0,24.0,3.0,13.0,31.0,77.0,67,0,0.6111111111111112,0.5833333333333334,0.23076923076923078,0.4025974025974026,2016-03-21,2016,Miami,Second Round,Hard,60.0,0.03333333333333333,0.6
Sam Querrey,34.0,1.0,13,11.0,10.0,42.0,57.0,9.0,39.0,3.0,9.0,36.0,99.0,87,0,0.7368421052631579,0.23076923076923078,0.3333333333333333,0.36363636363636365,2016-03-21,2016,Miami,Second Round,Hard,96.0,0.11458333333333333,0.53125
Sam Groth,77.0,0.0,7,8.0,3.0,17.0,28.0,18.0,34.0,0.0,0.0,14.0,55.0,49,0,0.6071428571428571,0.5294117647058824,0.0,0.2545454545454545,2016-03-21,2016,Miami,Second Round,Hard,62.0,0.12903225806451613,0.5645161290322581
Santiago Giraldo,83.0,0.0,4,4.0,0.0,11.0,14.0,11.0,32.0,0.0,3.0,10.0,44.0,32,0,0.7857142857142857,0.34375,0.0,0.22727272727272727,2016-03-21,2016,Miami,Second Round,Hard,46.0,0.08695652173913043,0.4782608695652174
Sergiy Stakhovsky,115.0,0.0,4,4.0,4.0,16.0,28.0,9.0,19.0,0.0,1.0,9.0,36.0,34,0,0.5714285714285714,0.47368421052631576,0.0,0.25,2016-03-21,2016,Miami,Second Round,Hard,47.0,0.0851063829787234,0.5319148936170213
Stan Wawrinka,4.0,0.0,7,5.0,2.0,24.0,37.0,14.0,32.0,0.0,8.0,19.0,62.0,57,0,0.6486486486486487,0.4375,0.0,0.3064516129032258,2016-03-21,2016,Miami,Second Round,Hard,69.0,0.07246376811594203,0.5507246376811594
Tatsuma Ito,120.0,0.0,5,2.0,2.0,13.0,25.0,11.0,18.0,0.0,0.0,10.0,46.0,34,0,0.52,0.6111111111111112,0.0,0.21739130434782608,2016-03-21,2016,Miami,Second Round,Hard,43.0,0.046511627906976744,0.5581395348837209
Taylor Fritz,81.0,0.0,7,6.0,5.0,34.0,53.0,14.0,40.0,1.0,5.0,25.0,71.0,73,0,0.6415094339622641,0.35,0.2,0.352112676056338,2016-03-21,2016,Miami,Second Round,Hard,93.0,0.06451612903225806,0.5161290322580645
Thomaz Bellucci,35.0,1.0,10,4.0,6.0,22.0,33.0,17.0,33.0,3.0,12.0,33.0,76.0,72,0,0.6666666666666666,0.5151515151515151,0.25,0.4342105263157895,2016-03-21,2016,Miami,Second Round,Hard,66.0,0.06060606060606061,0.5909090909090909
Vasek Pospisil,45.0,1.0,15,13.0,5.0,47.0,60.0,18.0,37.0,1.0,4.0,31.0,105.0,96,0,0.7833333333333333,0.4864864864864865,0.25,0.29523809523809524,2016-03-21,2016,Miami,Second Round,Hard,97.0,0.13402061855670103,0.6701030927835051
Adrian Mannarino,64.0,1.0,11,10.0,1.0,33.0,55.0,15.0,33.0,3.0,6.0,29.0,76.0,77,0,0.6,0.45454545454545453,0.5,0.3815789473684211,2016-03-21,2016,Miami,Third Round,Hard,88.0,0.11363636363636363,0.5454545454545454
Alexandr Dolgopolov,29.0,0.0,4,1.0,6.0,21.0,36.0,14.0,37.0,1.0,2.0,14.0,45.0,49,0,0.5833333333333334,0.3783783783783784,0.5,0.3111111111111111,2016-03-21,2016,Miami,Third Round,Hard,73.0,0.0136986301369863,0.4794520547945205
Andy Murray,2.0,1.0,14,8.0,2.0,33.0,51.0,18.0,39.0,3.0,8.0,34.0,90.0,85,0,0.6470588235294118,0.46153846153846156,0.375,0.37777777777777777,2016-03-21,2016,Miami,Third Round,Hard,90.0,0.08888888888888889,0.5666666666666667
Benoit Paire,22.0,0.0,3,2.0,3.0,10.0,16.0,12.0,29.0,0.0,0.0,10.0,42.0,32,0,0.625,0.41379310344827586,0.0,0.23809523809523808,2016-03-21,2016,Miami,Third Round,Hard,45.0,0.044444444444444446,0.4888888888888889
David Ferrer,8.0,1.0,18,2.0,6.0,53.0,80.0,17.0,42.0,6.0,17.0,55.0,126.0,125,0,0.6625,0.40476190476190477,0.35294117647058826,0.4365079365079365,2016-03-21,2016,Miami,Third Round,Hard,122.0,0.01639344262295082,0.5737704918032787
Fernando Verdasco,65.0,1.0,16,8.0,3.0,44.0,57.0,15.0,25.0,3.0,10.0,45.0,113.0,104,0,0.7719298245614035,0.6,0.3,0.39823008849557523,2016-03-21,2016,Miami,Third Round,Hard,82.0,0.0975609756097561,0.7195121951219512
Jack Sock,24.0,0.0,10,3.0,4.0,31.0,40.0,18.0,33.0,0.0,5.0,22.0,77.0,71,0,0.775,0.5454545454545454,0.0,0.2857142857142857,2016-03-21,2016,Miami,Third Round,Hard,73.0,0.0410958904109589,0.6712328767123288
Jo-Wilfried Tsonga,9.0,1.0,15,9.0,4.0,39.0,49.0,24.0,47.0,2.0,11.0,32.0,100.0,95,0,0.7959183673469388,0.5106382978723404,0.18181818181818182,0.32,2016-03-21,2016,Miami,Third Round,Hard,96.0,0.09375,0.65625
Joao Sousa,38.0,0.0,5,0.0,3.0,19.0,42.0,6.0,20.0,2.0,5.0,20.0,52.0,45,0,0.4523809523809524,0.3,0.4,0.38461538461538464,2016-03-21,2016,Miami,Third Round,Hard,62.0,0.0,0.4032258064516129
Marin Cilic,11.0,1.0,13,5.0,6.0,23.0,34.0,28.0,57.0,3.0,15.0,45.0,117.0,96,0,0.6764705882352942,0.49122807017543857,0.2,0.38461538461538464,2016-03-21,2016,Miami,Third Round,Hard,91.0,0.054945054945054944,0.5604395604395604
Mikhail Kukushkin,90.0,1.0,9,1.0,1.0,28.0,51.0,15.0,32.0,3.0,4.0,19.0,62.0,62,0,0.5490196078431373,0.46875,0.75,0.3064516129032258,2016-03-21,2016,Miami,Third Round,Hard,83.0,0.012048192771084338,0.5180722891566265
Pablo Cuevas,25.0,0.0,7,5.0,3.0,29.0,38.0,10.0,23.0,0.0,0.0,15.0,57.0,54,0,0.7631578947368421,0.43478260869565216,0.0,0.2631578947368421,2016-03-21,2016,Miami,Third Round,Hard,61.0,0.08196721311475409,0.639344262295082
Steve Johnson,36.0,1.0,13,14.0,6.0,53.0,70.0,17.0,38.0,0.0,10.0,35.0,119.0,105,0,0.7571428571428571,0.4473684210526316,0.0,0.29411764705882354,2016-03-21,2016,Miami,Third Round,Hard,108.0,0.12962962962962962,0.6481481481481481
Tim Smyczek,132.0,0.0,8,7.0,3.0,31.0,47.0,8.0,26.0,2.0,2.0,22.0,60.0,61,0,0.6595744680851063,0.3076923076923077,1.0,0.36666666666666664,2016-03-21,2016,Miami,Third Round,Hard,73.0,0.0958904109589041,0.5342465753424658
Viktor Troicki,21.0,0.0,2,5.0,1.0,11.0,25.0,6.0,17.0,0.0,1.0,12.0,43.0,29,0,0.44,0.35294117647058826,0.0,0.27906976744186046,2016-03-21,2016,Miami,Third Round,Hard,42.0,0.11904761904761904,0.40476190476190477
Yoshihito Nishioka,124.0,0.0,4,0.0,3.0,19.0,32.0,7.0,19.0,0.0,0.0,14.0,48.0,40,0,0.59375,0.3684210526315789,0.0,0.2916666666666667,2016-03-21,2016,Miami,Third Round,Hard,51.0,0.0,0.5098039215686274
Andrey Kuznetsov,51.0,0.0,9,7.0,4.0,27.0,37.0,15.0,27.0,1.0,2.0,21.0,70.0,63,0,0.7297297297297297,0.5555555555555556,0.5,0.3,2016-03-21,2016,Miami,Fourth Round,Hard,64.0,0.109375,0.65625
Damir Dzumhur,94.0,0.0,3,0.0,0.0,13.0,27.0,6.0,13.0,0.0,0.0,10.0,43.0,29,0,0.48148148148148145,0.46153846153846156,0.0,0.23255813953488372,2016-03-21,2016,Miami,Fourth Round,Hard,40.0,0.0,0.475
Dominic Thiem,14.0,0.0,7,2.0,5.0,28.0,38.0,6.0,21.0,1.0,15.0,43.0,102.0,77,0,0.7368421052631579,0.2857142857142857,0.06666666666666667,0.4215686274509804,2016-03-21,2016,Miami,Fourth Round,Hard,59.0,0.03389830508474576,0.576271186440678
Grigor Dimitrov,28.0,1.0,13,0.0,4.0,46.0,80.0,14.0,32.0,3.0,6.0,35.0,96.0,95,0,0.575,0.4375,0.5,0.3645833333333333,2016-03-21,2016,Miami,Fourth Round,Hard,112.0,0.0,0.5357142857142857
