Player1,Player2,Rank_diff,Sets_Won_diff,Games_Won_diff,Aces_diff,DoubleFaults_diff,FirstServes_Won_diff,FirstServes_In_diff,SecondServes_Won_diff,SecondServes_In_diff,BreakPoints_Won_diff,BreakPoints_diff,ReturnPoints_Won_diff,ReturnPoints_Faced_diff,TotalPoints_Won_diff,FirstServes_ratio_diff,SecondServes_ratio_diff,BreakPoints_ratio_diff,ReturnPoints_ratio_diff,Court_Surface,Round_Description,datetime,year,month,day,Round_Description_clean,Player1_Rank,Player2_Rank,Player1_Rank_Grouped,Player2_Rank_Grouped,Player1Win
Milos Raonic,Andy Murray,12.0,-1,-5,14.0,6.0,10,16,-7,10,-3.0,-10.0,-23.0,-26.0,-20,-0.022661396574439996,-0.24225457260171707,-0.08333333333333334,-0.09644791334820008,Hard,Semi-finals,2016-01-18,2016,1,18,Finals,14.0,2.0,"(0.0, 25.0]","(0.0, 25.0]",0
Novak Djokovic,Roger Federer,-2.0,2,9,5.0,0.0,15,8,0,-11,4.0,5.0,,,33,0.155195681511471,0.1678779069767442,0.3055555555555556,,Hard,Semi-finals,2016-01-18,2016,1,18,Finals,1.0,3.0,"(0.0, 25.0]","(0.0, 25.0]",1
Andy Murray,Novak Djokovic,1.0,-3,-8,5.0,2.0,-6,-2,-6,2,-3.0,-6.0,-12.0,-0.0,-24,-0.06366968936909123,-0.1763157894736842,-0.08333333333333337,-0.10810810810810811,Hard,Finals,2016-01-18,2016,1,18,Finals,2.0,1.0,"(0.0, 25.0]","(0.0, 25.0]",0
Agustin Velotti,John-Patrick Smith,-41.0,-2,-4,-7.0,2.0,-3,0,6,18,-2.0,-7.0,-15.0,-18.0,-12,-0.07499999999999996,-0.15441176470588236,0.625,-0.13320463320463322,Hard,Qualifying,2017-01-16,2017,1,16,Qualifying,186.0,227.0,"(175.0, 200.0]","(225.0, 250.0]",0
Aldin Setkic,Taro Daniel,133.0,-2,-4,-2.0,-0.0,-10,-12,-1,0,-2.0,3.0,1.0,12.0,-10,-0.07832322118036406,-0.03703703703703709,-0.29230769230769227,-0.06332236842105265,Hard,Qualifying,2017-01-16,2017,1,16,Qualifying,257.0,124.0,"(250.0, 275.0]","(100.0, 125.0]",0
Jan Satral,Alessandro Giannessi,41.0,2,2,-2.0,1.0,-7,-11,9,8,0.0,0.0,5.0,3.0,7,0.02016885553470915,0.17368421052631577,0.0,0.04661932695276322,Hard,Qualifying,2017-01-16,2017,1,16,Qualifying,164.0,123.0,"(150.0, 175.0]","(100.0, 125.0]",1
Alexander Kudryavtsev,Blake Mott,-92.0,-2,-9,-5.0,-2.0,-10,-5,-4,1,-4.0,-6.0,-10.0,4.0,-24,-0.2899999999999999,-0.2238095238095238,-0.5714285714285714,-0.26558265582655827,Hard,Qualifying,2017-01-16,2017,1,16,Qualifying,195.0,287.0,"(175.0, 200.0]","(275.0, 300.0]",0
Ivan Dodig,Amir Weintraub,-63.0,2,8,1.0,1.0,0,-10,6,-6,4.0,5.0,22.0,16.0,28,0.25032938076416333,0.42947368421052634,0.5714285714285714,0.3267651888341544,Hard,Qualifying,2017-01-16,2017,1,16,Qualifying,170.0,233.0,"(150.0, 175.0]","(225.0, 250.0]",1
Andrej Martin,Laslo Djere,-51.0,-2,-10,-2.0,-0.0,-9,-5,-1,6,-5.0,-7.0,-11.0,-1.0,-21,-0.23232323232323238,-0.1969309462915601,-0.5555555555555556,-0.23787878787878786,Hard,Qualifying,2017-01-16,2017,1,16,Qualifying,134.0,185.0,"(125.0, 150.0]","(175.0, 200.0]",0
Andrey Golubev,Matthew Ebden,-295.0,-2,-9,-1.0,3.0,-15,0,5,10,-4.0,-6.0,-20.0,-10.0,-30,-0.5,-0.0,-0.6666666666666666,-0.38925438596491235,Hard,Qualifying,2017-01-16,2017,1,16,Qualifying,237.0,532.0,"(225.0, 250.0]","(525.0, 550.0]",0
Alexander Bublik,Arthur De Greef,65.0,1,3,8.0,1.0,2,-7,-2,-5,1.0,8.0,12.0,12.0,12,0.10535197685631636,0.014842300556586197,-0.2142857142857143,0.06739926739926738,Hard,Qualifying,2017-01-16,2017,1,16,Qualifying,207.0,142.0,"(200.0, 225.0]","(125.0, 150.0]",1
Miljan Zekic,Benjamin Becker,84.0,-1,-8,7.0,-6.0,1,9,-1,-12,1.0,6.0,3.0,3.0,3,-0.05928792569659436,0.0832980972515856,-0.13888888888888895,0.01288167938931295,Hard,Qualifying,2017-01-16,2017,1,16,Qualifying,203.0,119.0,"(200.0, 225.0]","(100.0, 125.0]",1
Bradley Klahn,Thomas Fabbiano,391.0,-1,-4,9.0,-2.0,-1,2,-2,5,-2.0,-2.0,-10.0,-7.0,-13,-0.046957671957671865,-0.10180275715800641,-0.26666666666666666,-0.07708978328173371,Hard,Qualifying,2017-01-16,2017,1,16,Qualifying,532.0,141.0,"(525.0, 550.0]","(125.0, 150.0]",0
Yaoki Ishii,Brian Baker,-16.0,2,4,-1.0,1.0,19,23,-6,-7,1.0,1.0,-3.0,-16.0,10,0.07837837837837835,-0.08333333333333326,0.16666666666666663,0.038936372269705644,Hard,Qualifying,2017-01-16,2017,1,16,Qualifying,229.0,245.0,"(225.0, 250.0]","(225.0, 250.0]",1
Noah Rubin,Cedrik-Marcel Stebe,-246.0,1,2,0.0,-10.0,-6,-14,-1,-15,1.0,9.0,22.0,29.0,15,0.06060606060606066,0.17777777777777776,-0.23333333333333334,0.11217750257997938,Hard,Qualifying,2017-01-16,2017,1,16,Qualifying,200.0,446.0,"(175.0, 200.0]","(425.0, 450.0]",1
Adrian Menendez-Maceiras,Daniel Brands,45.0,1,0,-16.0,-1.0,-9,-16,2,-3,0.0,4.0,12.0,19.0,5,0.052970441908106514,0.10676691729323307,-0.25,0.06799557032115172,Hard,Qualifying,2017-01-16,2017,1,16,Qualifying,224.0,179.0,"(200.0, 225.0]","(175.0, 200.0]",1
Daniel Masur,Tatsuma Ito,60.0,-2,-3,2.0,2.0,-1,-5,-9,-9,-1.0,3.0,4.0,14.0,-6,0.04402515723270439,-0.24750000000000005,-0.42500000000000004,-0.02443910256410259,Hard,Qualifying,2017-01-16,2017,1,16,Qualifying,232.0,172.0,"(225.0, 250.0]","(150.0, 175.0]",0
Dennis Novikov,Tobias Kamke,43.0,-2,-3,1.0,-2.0,-2,4,1,5,-1.0,-2.0,-10.0,-9.0,-11,-0.11578426521523999,-0.040540540540540515,-0.16666666666666666,-0.0876190476190476,Hard,Qualifying,2017-01-16,2017,1,16,Qualifying,169.0,126.0,"(150.0, 175.0]","(125.0, 150.0]",0
Evgeny Donskoy,Dmitry Popko,-94.0,1,4,-1.0,4.0,4,-6,-4,-6,2.0,7.0,12.0,12.0,12,0.12914409534127846,-0.047619047619047616,0.016666666666666663,0.07149741522824848,Hard,Qualifying,2017-01-16,2017,1,16,Qualifying,125.0,219.0,"(100.0, 125.0]","(200.0, 225.0]",1
Akira Santillan,Elias Ymer,53.0,2,4,3.0,1.0,1,0,11,14,1.0,4.0,-2.0,-14.0,10,0.02777777777777779,0.130952380952381,-0.125,0.05288461538461536,Hard,Qualifying,2017-01-16,2017,1,16,Qualifying,211.0,158.0,"(200.0, 225.0]","(150.0, 175.0]",1
Maximo Gonzalez,Enrique Lopez-Perez,-14.0,2,2,-2.0,1.0,4,1,-2,-5,0.0,-3.0,6.0,4.0,8,0.05974842767295596,0.03535353535353536,0.0,0.06315789473684211,Hard,Qualifying,2017-01-16,2017,1,16,Qualifying,151.0,165.0,"(150.0, 175.0]","(150.0, 175.0]",1
Federico Gaio,Luca Vanni,17.0,-1,-5,-6.0,-0.0,1,6,-3,4,-3.0,-10.0,-12.0,-10.0,-14,-0.058528428093645446,-0.10984848484848492,0.19999999999999996,-0.08222222222222225,Hard,Qualifying,2017-01-16,2017,1,16,Qualifying,174.0,157.0,"(150.0, 175.0]","(150.0, 175.0]",0
Franko Skugor,Matthias Bachinger,-248.0,-2,-4,4.0,2.0,3,4,-2,9,-2.0,-5.0,-12.0,-13.0,-11,-0.00219780219780219,-0.26246334310850433,0.07142857142857145,-0.12255639097744364,Hard,Qualifying,2017-01-16,2017,1,16,Qualifying,221.0,469.0,"(200.0, 225.0]","(450.0, 475.0]",0
Gavin Van Peperzeel,Stefanos Tsitsipas,261.0,-2,-9,-7.0,2.0,-6,7,-3,3,-5.0,-6.0,-19.0,-10.0,-28,-0.38,-0.25555555555555554,-0.625,-0.32999999999999996,Hard,Qualifying,2017-01-16,2017,1,16,Qualifying,467.0,206.0,"(450.0, 475.0]","(200.0, 225.0]",0
Grega Zemlja,Bjorn Fratangelo,37.0,-2,-3,2.0,-0.0,-2,-4,-6,3,-1.0,-4.0,-7.0,1.0,-15,0.02474022761009398,-0.2914285714285714,-0.2,-0.102112676056338,Hard,Qualifying,2017-01-16,2017,1,16,Qualifying,150.0,113.0,"(125.0, 150.0]","(100.0, 125.0]",0
Harry Bourchier,Hiroki Moriya,351.0,-2,-7,-0.0,1.0,9,28,-7,-3,-4.0,-10.0,-23.0,-25.0,-21,-0.30833333333333335,-0.23913043478260865,-0.36363636363636365,-0.26128590971272225,Hard,Qualifying,2017-01-16,2017,1,16,Qualifying,532.0,181.0,"(525.0, 550.0]","(175.0, 200.0]",0
Alexander Sarkissian,Henri Laaksonen,97.0,2,7,6.0,-4.0,5,-1,1,-2,4.0,7.0,9.0,3.0,15,0.18817204301075274,0.09545454545454551,0.4444444444444444,0.15396226415094338,Hard,Qualifying,2017-01-16,2017,1,16,Qualifying,230.0,133.0,"(225.0, 250.0]","(125.0, 150.0]",1
Rajeev Ram,Ilya Ivashka,-47.0,2,4,-7.0,0.0,7,7,4,7,2.0,-4.0,-3.0,-14.0,8,0.05321637426900583,0.016129032258064502,0.8571428571428572,0.03480475382003395,Hard,Qualifying,2017-01-16,2017,1,16,Qualifying,130.0,177.0,"(125.0, 150.0]","(175.0, 200.0]",1
Jeremy Jahn,Lukas Lacko,92.0,-2,-7,-3.0,4.0,3,14,2,11,-4.0,-10.0,-20.0,-25.0,-15,-0.16599839615076184,-0.15966386554621853,-0.05128205128205132,-0.1668707899571341,Hard,Qualifying,2017-01-16,2017,1,16,Qualifying,213.0,121.0,"(200.0, 225.0]","(100.0, 125.0]",0
Joao Souza,Andre Ghem,-96.0,-1,-4,1.0,-0.0,-9,-8,6,11,-2.0,-3.0,-6.0,-3.0,-9,-0.04746543778801837,-0.0017241379310344307,-0.09999999999999998,-0.04991087344028522,Hard,Qualifying,2017-01-16,2017,1,16,Qualifying,122.0,218.0,"(100.0, 125.0]","(200.0, 225.0]",0
Jordi Samper-Montana,Tim Smyczek,76.0,-2,-6,-6.0,1.0,-5,-5,-1,12,-3.0,-7.0,-13.0,-7.0,-19,-0.05411255411255411,-0.35091277890466527,0.5,-0.19368421052631574,Hard,Qualifying,2017-01-16,2017,1,16,Qualifying,212.0,136.0,"(200.0, 225.0]","(125.0, 150.0]",0
Joris De Loore,Jurgen Melzer,-116.0,-1,-4,2.0,5.0,7,15,-6,0,-2.0,-7.0,-14.0,-15.0,-13,-0.045454545454545414,-0.25000000000000006,0.11538461538461536,-0.09555555555555556,Hard,Qualifying,2017-01-16,2017,1,16,Qualifying,184.0,300.0,"(175.0, 200.0]","(275.0, 300.0]",0
Darian King,Jose Hernandez-Fernandez,-105.0,2,8,1.0,-4.0,1,-5,6,-5,4.0,7.0,17.0,10.0,24,0.18322981366459623,0.44652406417112295,0.5714285714285714,0.3,Hard,Qualifying,2017-01-16,2017,1,16,Qualifying,144.0,249.0,"(125.0, 150.0]","(225.0, 250.0]",1
Marco Trungelliti,Jozef Kovalik,37.0,2,6,1.0,0.0,14,3,-2,3,3.0,1.0,6.0,-6.0,18,0.31148648648648647,-0.21848739495798314,0.4666666666666666,0.15479876160990713,Hard,Qualifying,2017-01-16,2017,1,16,Qualifying,147.0,110.0,"(125.0, 150.0]","(100.0, 125.0]",1
Guilherme Clezar,Kristijan Mesaros,-19.0,2,9,-2.0,-1.0,1,-8,7,3,4.0,6.0,13.0,5.0,21,0.17368421052631577,0.3222222222222222,0.4444444444444444,0.21776729559748426,Hard,Qualifying,2017-01-16,2017,1,16,Qualifying,225.0,244.0,"(200.0, 225.0]","(225.0, 250.0]",1
Lorenzo Giustino,Mirza Basic,36.0,-1,-4,-10.0,4.0,-2,4,3,15,-2.0,-4.0,-18.0,-19.0,-17,-0.10068027210884345,-0.13464235624123422,-0.0444444444444444,-0.12631578947368421,Hard,Qualifying,2017-01-16,2017,1,16,Qualifying,216.0,180.0,"(200.0, 225.0]","(175.0, 200.0]",0
Denis Kudla,Luke Saville,-123.0,2,4,-4.0,-3.0,8,0,-1,-2,2.0,2.0,9.0,2.0,16,0.18604651162790697,0.003831417624521105,0.22857142857142854,0.11587301587301585,Hard,Qualifying,2017-01-16,2017,1,16,Qualifying,129.0,252.0,"(125.0, 150.0]","(250.0, 275.0]",1
Yuichi Sugita,Marc Polmans,-111.0,2,10,6.0,-1.0,3,-12,5,3,5.0,10.0,17.0,9.0,25,0.35351351351351346,0.22222222222222227,0.38461538461538464,0.27862254025044725,Hard,Qualifying,2017-01-16,2017,1,16,Qualifying,112.0,223.0,"(100.0, 125.0]","(200.0, 225.0]",1
Marco Cecchinato,Frances Tiafoe,80.0,-1,-3,-2.0,-3.0,0,6,-5,-17,-2.0,-1.0,6.0,11.0,1,-0.07184628237259816,0.12068965517241381,-0.2142857142857143,0.02226677923174336,Hard,Qualifying,2017-01-16,2017,1,16,Qualifying,188.0,108.0,"(175.0, 200.0]","(100.0, 125.0]",0
Mitchell Krueger,Marco Chiudinelli,89.0,1,0,7.0,-1.0,4,4,-9,-15,0.0,-1.0,6.0,11.0,1,0.02618405852907202,-0.03089244851258588,0.041666666666666685,0.02238354506957052,Hard,Qualifying,2017-01-16,2017,1,16,Qualifying,217.0,128.0,"(200.0, 225.0]","(125.0, 150.0]",1
Marinko Matosevic,Roberto Carballes Baena,79.0,-2,-6,3.0,2.0,-5,-9,-3,10,-3.0,-5.0,-9.0,-1.0,-17,0.03888888888888886,-0.32539682539682546,-0.3333333333333333,-0.13566468253968256,Hard,Qualifying,2017-01-16,2017,1,16,Qualifying,222.0,143.0,"(200.0, 225.0]","(125.0, 150.0]",0
Alex Bolt,Marius Copil,405.0,1,3,-5.0,-6.0,6,5,-9,-23,2.0,8.0,15.0,18.0,12,0.03452178834182229,0.07792792792792791,0.18181818181818182,0.08624708624708627,Hard,Qualifying,2017-01-16,2017,1,16,Qualifying,532.0,127.0,"(525.0, 550.0]","(125.0, 150.0]",1
Marko Tepavac,Yasutaka Uchiyama,-36.0,-2,-3,-1.0,3.0,-6,-8,5,20,-1.0,-2.0,-13.0,-12.0,-14,-0.01449275362318836,-0.14170040485829954,-0.03030303030303033,-0.10072522159548752,Hard,Qualifying,2017-01-16,2017,1,16,Qualifying,204.0,240.0,"(200.0, 225.0]","(225.0, 250.0]",0
Marton Fucsovics,Bradley Mousley,-369.0,-1,-5,-3.0,3.0,-14,-23,2,12,-2.0,-0.0,-1.0,11.0,-13,0.022903453136011276,-0.09722222222222221,-0.22222222222222227,-0.06835443037974681,Hard,Qualifying,2017-01-16,2017,1,16,Qualifying,160.0,529.0,"(150.0, 175.0]","(525.0, 550.0]",0
Mathias Bourgue,Jonathan Eysseric,-75.0,-1,-2,-2.0,-2.0,-11,-10,9,2,-1.0,5.0,6.0,8.0,4,-0.10476190476190472,0.2614015572858732,-0.5277777777777778,0.045045045045045085,Hard,Qualifying,2017-01-16,2017,1,16,Qualifying,176.0,251.0,"(175.0, 200.0]","(250.0, 275.0]",0
Matija Pecotic,James McGee,326.0,-2,-3,-8.0,1.0,-11,-4,2,-1,-1.0,4.0,-4.0,5.0,-13,-0.1756362119315812,0.08045977011494254,-0.5,-0.08187134502923976,Hard,Qualifying,2017-01-16,2017,1,16,Qualifying,531.0,205.0,"(525.0, 550.0]","(200.0, 225.0]",0
Blaz Kavcic,Matteo Donati,-17.0,1,4,-2.0,-4.0,2,-1,2,-10,2.0,4.0,15.0,11.0,19,0.11775362318840576,0.55,0.5,0.303030303030303,Hard,Qualifying,2017-01-16,2017,1,16,Qualifying,193.0,210.0,"(175.0, 200.0]","(200.0, 225.0]",1
Maverick Banes,Di Wu,285.0,-2,-10,-3.0,-0.0,-3,8,-4,-1,-5.0,-6.0,-14.0,-7.0,-21,-0.30995792426367463,-0.17894736842105263,-0.7142857142857143,-0.24093023255813956,Hard,Qualifying,2017-01-16,2017,1,16,Qualifying,441.0,156.0,"(425.0, 450.0]","(150.0, 175.0]",0
Max Purcell,Andrey Rublev,187.0,-1,-6,-6.0,-1.0,-8,-7,2,12,-3.0,-6.0,-11.0,-5.0,-17,-0.04750898818695426,-0.10416666666666669,-0.16483516483516486,-0.08814366868242623,Hard,Qualifying,2017-01-16,2017,1,16,Qualifying,339.0,152.0,"(325.0, 350.0]","(150.0, 175.0]",0
Maximilian Marterer,Ernesto Escobedo,40.0,-2,-3,4.0,2.0,16,28,-4,4,-1.0,-6.0,-20.0,-32.0,-8,-0.07168037602820221,-0.2576489533011272,0.7142857142857143,-0.11995982206916342,Hard,Qualifying,2017-01-16,2017,1,16,Qualifying,171.0,131.0,"(150.0, 175.0]","(125.0, 150.0]",0
Nicolas Kicker,Duckhee Lee,-33.0,-1,-5,-2.0,3.0,-7,-6,1,3,-2.0,-7.0,-3.0,3.0,-9,-0.050284629981024676,-0.008873114463176568,0.06944444444444442,-0.03840682788051214,Hard,Qualifying,2017-01-16,2017,1,16,Qualifying,115.0,148.0,"(100.0, 125.0]","(125.0, 150.0]",0
Nikola Milojevic,Julien Benneteau,65.0,-2,-6,-1.0,4.0,2,7,-2,10,-3.0,-5.0,-17.0,-17.0,-17,-0.10483870967741937,-0.29999999999999993,0.33333333333333337,-0.20268256333830104,Hard,Qualifying,2017-01-16,2017,1,16,Qualifying,202.0,137.0,"(200.0, 225.0]","(125.0, 150.0]",0
Kenny De Schepper,Norbert Gombos,16.0,1,2,10.0,-4.0,10,9,-3,-2,1.0,-4.0,0.0,-7.0,7,0.052954292084726906,-0.048684210526315774,0.35064935064935066,0.02269851312875676,Hard,Qualifying,2017-01-16,2017,1,16,Qualifying,154.0,138.0,"(150.0, 175.0]","(125.0, 150.0]",1
Pedro Sousa,Mohamed Safwat,-7.0,-2,-3,-3.0,2.0,9,11,-9,-5,-1.0,-2.0,-6.0,-6.0,-6,0.05123873873873874,-0.2077922077922078,0.02857142857142858,-0.04849624060150376,Hard,Qualifying,2017-01-16,2017,1,16,Qualifying,189.0,196.0,"(175.0, 200.0]","(175.0, 200.0]",0
Riccardo Bellotti,Vincent Millot,88.0,-2,-8,-0.0,-2.0,-8,8,2,-1,-4.0,-8.0,-13.0,-7.0,-19,-0.40634920634920635,0.10688405797101447,-0.1904761904761905,-0.17917511832319133,Hard,Qualifying,2017-01-16,2017,1,16,Qualifying,228.0,140.0,"(225.0, 250.0]","(125.0, 150.0]",0
Go Soeda,Ruben Bemelmans,-20.0,2,4,-5.0,0.0,-7,-4,4,-6,2.0,4.0,7.0,10.0,4,-0.09627329192546574,0.2666666666666666,-0.0444444444444444,0.046251993620414655,Hard,Qualifying,2017-01-16,2017,1,16,Qualifying,139.0,159.0,"(125.0, 150.0]","(150.0, 175.0]",1
Saketh Myneni,Peter Gojowczyk,46.0,-2,-10,-7.0,2.0,-10,-4,-6,3,-5.0,-5.0,-15.0,1.0,-31,-0.29370629370629364,-0.43333333333333335,-0.625,-0.3804878048780488,Hard,Qualifying,2017-01-16,2017,1,16,Qualifying,199.0,153.0,"(175.0, 200.0]","(150.0, 175.0]",0
Marcelo Arevalo,Scott Jones,-345.0,2,8,1.0,-2.0,-1,-14,5,-10,4.0,7.0,28.0,24.0,32,0.35763888888888884,0.5769230769230769,0.5714285714285714,0.45841784989858014,Hard,Qualifying,2017-01-16,2017,1,16,Qualifying,187.0,532.0,"(175.0, 200.0]","(525.0, 550.0]",1
Radek Stepanek,Sekou Bangoura,-167.0,1,6,1.0,3.0,8,-2,2,10,3.0,4.0,2.0,-8.0,12,0.15393164767991108,-0.09018567639257291,0.06493506493506496,0.05759637188208616,Hard,Qualifying,2017-01-16,2017,1,16,Qualifying,102.0,269.0,"(100.0, 125.0]","(250.0, 275.0]",1
Stefan Kozlov,Yuki Bhambri,-258.0,-2,-7,2.0,-0.0,0,14,-3,-2,-4.0,-10.0,-15.0,-12.0,-18,-0.2166344294003869,-0.1269349845201238,0.07142857142857145,-0.16225961538461536,Hard,Qualifying,2017-01-16,2017,1,16,Qualifying,120.0,378.0,"(100.0, 125.0]","(375.0, 400.0]",0
Reilly Opelka,Stefano Napolitano,33.0,2,5,21.0,3.0,8,4,2,6,2.0,0.0,0.0,-10.0,10,0.125,-0.038461538461538436,0.6666666666666666,0.0514069264069264,Hard,Qualifying,2017-01-16,2017,1,16,Qualifying,208.0,175.0,"(200.0, 225.0]","(150.0, 175.0]",1
Steven Diez,Yannik Reuter,-42.0,-1,-1,3.0,2.0,-11,-13,7,8,-0.0,6.0,1.0,5.0,-3,-0.04560530679933661,0.12301587301587297,-0.26785714285714285,-0.013450292397660824,Hard,Qualifying,2017-01-16,2017,1,16,Qualifying,167.0,209.0,"(150.0, 175.0]","(200.0, 225.0]",0
Casper Ruud,Teymuraz Gabashvili,58.0,2,4,3.0,-4.0,3,7,4,-2,2.0,4.0,2.0,-5.0,9,-0.03875968992248058,0.21532091097308487,-0.125,0.06965042372881358,Hard,Qualifying,2017-01-16,2017,1,16,Qualifying,226.0,168.0,"(225.0, 250.0]","(150.0, 175.0]",1
Tennys Sandgren,Kimmer Coppejans,15.0,-2,-6,2.0,-0.0,-9,-6,-3,1,-2.0,-0.0,-7.0,5.0,-19,-0.11904761904761907,-0.18947368421052635,-0.5,-0.1440281030444965,Hard,Qualifying,2017-01-16,2017,1,16,Qualifying,198.0,183.0,"(175.0, 200.0]","(175.0, 200.0]",0
Peter Polansky,Tristan Lamasine,-82.0,2,6,2.0,-1.0,1,-9,-1,-9,3.0,9.0,18.0,18.0,18,0.21814671814671815,0.2262443438914027,-0.6,0.2222222222222222,Hard,Qualifying,2017-01-16,2017,1,16,Qualifying,132.0,214.0,"(125.0, 150.0]","(200.0, 225.0]",1
Vasek Pospisil,Uladzimir Ignatik,-57.0,-1,-2,2.0,2.0,-7,-17,-2,-2,-1.0,3.0,10.0,19.0,1,0.11103723404255317,-0.03492647058823528,-0.22857142857142854,0.035778868509429074,Hard,Qualifying,2017-01-16,2017,1,16,Qualifying,135.0,192.0,"(125.0, 150.0]","(175.0, 200.0]",0
Pedja Krstin,Zbynek Mlynarik,-23.0,1,4,-1.0,-1.0,6,4,-6,-20,2.0,2.0,16.0,16.0,16,0.06434782608695655,0.06666666666666665,0.12698412698412703,0.10833333333333334,Hard,Qualifying,2017-01-16,2017,1,16,Qualifying,215.0,238.0,"(200.0, 225.0]","(225.0, 250.0]",1
Adrian Menendez-Maceiras,Go Soeda,85.0,-1,-1,1.0,1.0,1,1,-8,-17,-0.0,2.0,9.0,16.0,2,0.005260081823495022,0.050403225806451624,-0.09523809523809523,0.03459119496855345,Hard,Qualifying,2017-01-16,2017,1,16,Qualifying,224.0,139.0,"(200.0, 225.0]","(125.0, 150.0]",0
Thomas Fabbiano,Akira Santillan,-70.0,1,4,-5.0,5.0,11,8,1,10,2.0,-2.0,-6.0,-18.0,6,0.10708534621578103,-0.10267857142857145,0.25,0.012019230769230727,Hard,Qualifying,2017-01-16,2017,1,16,Qualifying,141.0,211.0,"(125.0, 150.0]","(200.0, 225.0]",1
Luca Vanni,Alexander Sarkissian,-73.0,1,4,5.0,2.0,4,-7,-9,-13,2.0,5.0,15.0,20.0,10,0.16105263157894734,-0.056481481481481466,0.05769230769230771,0.08501807470879635,Hard,Qualifying,2017-01-16,2017,1,16,Qualifying,157.0,230.0,"(150.0, 175.0]","(225.0, 250.0]",1
Radek Stepanek,Blaz Kavcic,-91.0,1,4,6.0,3.0,-5,-8,15,18,2.0,6.0,0.0,-10.0,10,0.006483344511513556,0.15508021390374338,-0.4444444444444444,0.03626855600539808,Hard,Qualifying,2017-01-16,2017,1,16,Qualifying,102.0,193.0,"(100.0, 125.0]","(175.0, 200.0]",1
Bradley Mousley,Duckhee Lee,381.0,-1,-9,-4.0,-0.0,-6,4,-7,-6,-5.0,-7.0,-11.0,2.0,-24,-0.1703703703703704,-0.0967391304347826,-0.29487179487179493,-0.12411347517730498,Hard,Qualifying,2017-01-16,2017,1,16,Qualifying,529.0,148.0,"(525.0, 550.0]","(125.0, 150.0]",0
Denis Kudla,Darian King,-15.0,1,2,3.0,-2.0,-5,-10,5,5,1.0,0.0,5.0,5.0,5,0.02240143369175629,0.07616487455197135,0.11111111111111116,0.029720626114523474,Hard,Qualifying,2017-01-16,2017,1,16,Qualifying,129.0,144.0,"(125.0, 150.0]","(125.0, 150.0]",1
Julien Benneteau,Guilherme Clezar,-88.0,2,8,7.0,-2.0,15,7,-3,-6,4.0,4.0,11.0,-1.0,23,0.41666666666666674,-0.00833333333333336,0.33333333333333337,0.22171945701357465,Hard,Qualifying,2017-01-16,2017,1,16,Qualifying,137.0,225.0,"(125.0, 150.0]","(200.0, 225.0]",1
Jonathan Eysseric,Casper Ruud,25.0,-1,-3,1.0,3.0,-9,-18,3,10,-1.0,-3.0,2.0,8.0,-4,0.09311740890688258,-0.10857142857142865,0.09999999999999998,-0.005932762030323002,Hard,Qualifying,2017-01-16,2017,1,16,Qualifying,251.0,226.0,"(250.0, 275.0]","(225.0, 250.0]",0
John-Patrick Smith,Kenny De Schepper,73.0,2,5,-4.0,-3.0,7,7,-1,-1,3.0,0.0,0.0,-6.0,6,0.04299754299754299,-0.033333333333333326,0.75,0.03381962864721488,Hard,Qualifying,2017-01-16,2017,1,16,Qualifying,227.0,154.0,"(225.0, 250.0]","(150.0, 175.0]",1
Alexander Bublik,Kimmer Coppejans,24.0,1,5,13.0,-1.0,9,15,2,0,3.0,0.0,-4.0,-15.0,7,-0.027272727272727337,0.05555555555555558,0.4285714285714286,0.01669085631349787,Hard,Qualifying,2017-01-16,2017,1,16,Qualifying,207.0,183.0,"(200.0, 225.0]","(175.0, 200.0]",1
Laslo Djere,Ivan Dodig,15.0,-1,-2,-2.0,-0.0,8,15,-9,-11,-1.0,-1.0,-5.0,-4.0,-6,-0.06060606060606066,-0.12962962962962965,-0.04761904761904767,-0.045633802816901436,Hard,Qualifying,2017-01-16,2017,1,16,Qualifying,185.0,170.0,"(175.0, 200.0]","(150.0, 175.0]",0
Marcelo Arevalo,Rajeev Ram,57.0,-1,-5,-4.0,5.0,-3,15,11,18,-3.0,-10.0,-25.0,-33.0,-17,-0.23557158712541626,0.06547619047619052,0.025641025641025605,-0.1493506493506494,Hard,Qualifying,2017-01-16,2017,1,16,Qualifying,187.0,130.0,"(175.0, 200.0]","(125.0, 150.0]",0
Evgeny Donskoy,Matthew Ebden,-407.0,1,3,-6.0,-8.0,6,16,4,-2,1.0,-1.0,-4.0,-14.0,6,-0.11647644132279777,0.1374269005847954,0.23333333333333336,0.0023999127304462076,Hard,Qualifying,2017-01-16,2017,1,16,Qualifying,125.0,532.0,"(100.0, 125.0]","(525.0, 550.0]",1
Alex Bolt,Matthias Bachinger,63.0,2,3,5.0,-3.0,-3,-14,-1,-5,1.0,2.0,15.0,19.0,11,0.11789077212806032,0.06712962962962965,0.04999999999999999,0.09813797313797318,Hard,Qualifying,2017-01-16,2017,1,16,Qualifying,532.0,469.0,"(525.0, 550.0]","(450.0, 475.0]",1
